Year,Rank,Name,Age,Exp,G,Rec,RecYd,Y/Rec,RecTD,FP/G,FantPt,Team
2019,72,Jesper Horsted,22.0,1.0,6,8,87,10.9,1,3.8,22.7,CHI
2019,73,Trey Burton,28.0,6.0,8,14,84,6.0,0,2.8,22.4,CHI
2019,74,MyCole Pruitt,27.0,5.0,16,6,90,15.0,1,1.3,21.0,TEN
2019,75,Daniel Brown,27.0,5.0,16,7,72,10.3,1,1.3,20.2,NYJ
2019,76,Geoff Swaim,26.0,5.0,6,13,65,5.0,0,3.2,19.5,JAX
2019,77,Tommy Sweeney,24.0,1.0,6,8,114,14.3,0,3.2,19.4,BUF
2019,78,Tyler Kroft,27.0,5.0,10,6,71,11.8,1,1.9,19.1,BUF
2019,79,Ben Braunecker,25.0,4.0,8,6,59,9.8,1,2.2,17.9,CHI
2019,80,Mo Alie-Cox,26.0,3.0,16,8,93,11.6,0,1.1,17.3,IND
2019,81,Adam Shaheen,25.0,3.0,8,9,74,8.2,0,2.0,16.4,CHI
2019,82,Stephen Carlson,23.0,1.0,9,5,51,10.2,1,1.8,16.1,CLE
2019,83,J.P. Holtz,26.0,4.0,14,7,91,13.0,0,1.2,16.1,CHI
2019,84,Luke Willson,29.0,7.0,8,8,79,9.9,0,2.0,15.9,SEA
2019,85,Troy Fumagalli,24.0,2.0,11,6,38,6.3,1,1.4,15.8,DEN
2019,86,David Njoku,23.0,3.0,4,5,41,8.2,1,3.8,15.1,CLE
2019,87,Blake Bell,28.0,5.0,15,8,67,8.4,0,1.0,14.7,KC
2019,88,Tyler Conklin,24.0,2.0,15,8,58,7.3,0,0.9,13.8,MIN
2019,89,Durham Smythe,24.0,2.0,16,7,65,9.3,0,0.8,13.5,MIA
2019,90,Luke Stocker,31.0,9.0,15,8,53,6.6,0,0.9,13.3,ATL
2019,91,Lee Smith,32.0,9.0,16,4,31,7.8,1,0.8,13.1,BUF
2019,92,Clive Walford,28.0,5.0,7,4,57,14.3,0,1.4,10.1,MIA
2019,93,Cethan Carter,24.0,3.0,7,2,13,6.5,1,1.3,9.3,CIN
2019,94,Ross Travis,26.0,5.0,3,4,51,12.8,0,3.0,9.1,IND
2019,95,Lance Kendricks,31.0,9.0,10,3,50,16.7,0,0.8,8.0,LAC
2019,96,Drew Sample,23.0,1.0,9,5,30,6.0,0,0.9,8.0,CIN
2019,97,Deon Yelder,24.0,2.0,8,3,50,16.7,0,1.0,8.0,KC
2019,98,Jordan Matthews,27.0,6.0,3,4,33,8.3,0,2.4,7.3,
2019,99,Trevon Wesco,24.0,1.0,16,2,47,23.5,0,0.4,6.9,NYJ
2019,100,Johnny Mundt,25.0,3.0,11,4,26,6.5,0,0.6,6.6,LAR
2019,101,Devin Funchess,25.0,5.0,1,3,32,10.7,0,6.2,6.2,IND
2019,102,Pharaoh Brown,25.0,3.0,8,2,27,13.5,0,0.6,4.7,CLE
2019,103,Tanner Hudson,25.0,2.0,9,2,26,13.0,0,0.5,4.6,TB
2019,104,Josh Oliver,22.0,1.0,4,3,15,5.0,0,1.1,4.5,JAX
2019,105,Eric Saubert,25.0,3.0,2,2,21,10.5,0,2.0,4.1,CHI
2019,106,Isaac Nauta,22.0,1.0,5,2,13,6.5,0,0.7,3.3,DET
2019,107,Scott Simonson,27.0,6.0,5,2,11,5.5,0,0.6,3.1,NYG
2019,108,Levine Toilolo,28.0,7.0,13,2,10,5.0,0,0.2,3.0,SF
2019,109,Sean Culkin,26.0,3.0,4,1,12,12.0,0,0.6,2.2,LAC
2019,110,Antony Auclair,26.0,3.0,8,1,11,11.0,0,0.3,2.1,TB
2019,111,Chris Manhertz,27.0,6.0,15,1,11,11.0,0,0.1,2.1,CAR
2019,112,Ben Koyack,26.0,5.0,11,1,9,9.0,0,0.2,1.9,JAX
2019,113,Jordan Thomas,23.0,2.0,4,1,8,8.0,0,0.4,1.8,HOU
2019,114,Chris Herndon,23.0,2.0,1,1,7,7.0,0,1.7,1.7,NYJ
2019,115,Dalton Schultz,23.0,2.0,16,1,6,6.0,0,0.1,1.6,DAL
2019,116,Tyrone Swoopes,25.0,3.0,5,1,5,5.0,0,0.3,1.5,SEA
2019,117,Darrell Daniels,25.0,3.0,8,1,4,4.0,0,0.2,1.4,ARI
2019,118,Zach Gentry,23.0,1.0,4,1,4,4.0,0,0.4,1.4,PIT
2019,119,Xavier Grimble,27.0,6.0,3,1,3,3.0,0,0.4,1.3,PIT
2019,120,Eric Tomlinson,27.0,5.0,8,1,1,1.0,0,0.1,1.1,
2019,121,Stephen Anderson,26.0,4.0,1,0,0,,0,0.0,0.0,LAC
2019,122,Evan Baylis,26.0,3.0,2,0,0,,0,0.0,0.0,GB
2019,123,Beau Brinkley,29.0,8.0,1,0,0,,0,0.0,0.0,TEN
2019,124,Garrett Celek,31.0,8.0,5,0,0,,0,0.0,0.0,SF
2019,125,Jerome Cunningham,28.0,6.0,2,0,0,,0,0.0,0.0,WAS
2019,126,Garrett Dickerson,24.0,2.0,2,0,0,,0,0.0,0.0,NYG
2019,127,Brandon Dillon,22.0,1.0,1,0,0,,0,0.0,0.0,MIN
2019,128,Matt Lengel,29.0,5.0,1,0,0,,0,0.0,0.0,IND
2019,129,Richard Rodgers,27.0,6.0,1,0,0,,0,0.0,0.0,PHI
2019,130,Mason Schreck,26.0,3.0,2,0,0,,0,0.0,0.0,CIN
2019,131,Jace Sternberger,23.0,1.0,6,0,0,,0,0.0,0.0,GB
2019,132,Jason Vander Laan,27.0,3.0,2,0,0,,0,0.0,0.0,NO
2020,1,Travis Kelce,31.0,8.0,15,105,1416,13.5,11,20.9,312.8,KC
2020,2,Darren Waller,28.0,6.0,16,107,1195,11.2,9,17.5,280.5,LV
2020,3,Logan Thomas,29.0,7.0,16,72,670,9.3,6,11.0,176.6,WAS
2020,4,Robert Tonyan Jr,26.0,4.0,16,52,586,11.3,11,11.0,176.6,GB
2020,5,T.J. Hockenson,23.0,2.0,16,67,723,10.8,6,11.0,175.3,DET
2020,6,Mark Andrews,25.0,3.0,14,58,701,12.1,7,12.2,170.1,BAL
2020,7,Taysom Hill,30.0,4.0,16,8,98,12.3,1,10.4,166.8,NO
2020,8,Mike Gesicki,25.0,3.0,15,53,703,13.3,6,10.6,159.3,MIA
2020,9,Rob Gronkowski,31.0,11.0,16,45,623,13.8,7,9.3,149.3,TB
2020,10,Hayden Hurst,27.0,3.0,16,56,571,10.2,6,9.3,149.1,ATL
2020,11,Dalton Schultz,24.0,3.0,16,63,615,9.8,4,9.3,148.5,DAL
2020,12,Noah Fant,23.0,2.0,15,62,673,10.9,3,9.8,147.3,DEN
2020,13,Hunter Henry,26.0,5.0,14,60,613,10.2,4,10.4,145.3,LAC
2020,14,Jimmy Graham,34.0,11.0,16,50,456,9.1,8,9.0,143.6,CHI
2020,15,Evan Engram,26.0,4.0,16,63,654,10.4,1,8.9,143.0,NYG
2020,16,Eric Ebron,27.0,7.0,15,56,558,10.0,5,9.5,141.8,PIT
2020,17,Jonnu Smith,25.0,4.0,15,41,448,10.9,8,9.3,140.2,TEN
2020,18,Jared Cook,33.0,12.0,15,37,504,13.6,7,8.6,129.4,NO
2020,19,Tyler Higbee,27.0,5.0,15,44,521,11.8,5,8.4,126.2,LAR
2020,20,George Kittle,27.0,4.0,8,48,634,13.2,2,15.6,125.1,SF
2020,21,Dallas Goedert,25.0,3.0,11,46,524,11.4,3,10.6,116.4,PHI
2020,22,Austin Hooper,26.0,5.0,13,46,435,9.5,4,8.7,113.5,CLE
2020,23,Dan Arnold,25.0,4.0,16,31,438,14.1,4,6.2,98.8,ARI
2020,24,Irv Smith,22.0,2.0,13,30,365,12.2,5,7.4,96.5,MIN
2020,25,Gerald Everett,26.0,4.0,16,41,417,10.2,1,5.9,94.9,LAR
2020,26,Jordan Akins,28.0,3.0,13,37,403,10.9,1,6.4,83.7,HOU
2020,27,Anthony Firkser,25.0,4.0,16,39,387,9.9,1,5.2,83.7,TEN
2020,28,Trey Burton,29.0,7.0,13,28,250,8.9,3,6.4,83.3,IND
2020,29,Tyler Eifert,30.0,8.0,15,36,349,9.7,2,5.5,82.9,JAX
2020,30,Mo Alie-Cox,27.0,4.0,15,31,394,12.7,2,5.5,82.4,IND
2020,31,Drew Sample,24.0,2.0,16,40,349,8.7,1,5.1,80.9,CIN
2020,32,Chris Herndon,24.0,3.0,16,31,287,9.3,3,4.9,77.7,NYJ
2020,33,Darren Fells,34.0,8.0,16,21,312,14.9,4,4.8,76.2,HOU
2020,34,Zach Ertz,30.0,8.0,11,36,335,9.3,1,6.9,75.5,PHI
2020,35,Jordan Reed,30.0,8.0,10,26,231,8.9,4,7.3,73.1,SF
2020,36,Dawson Knox,24.0,2.0,12,24,290,12.1,3,5.9,71.0,BUF
2020,37,Richard Rodgers,28.0,7.0,13,24,345,14.4,2,5.4,70.5,PHI
2020,38,Cameron Brate,29.0,7.0,16,28,282,10.1,2,4.3,68.2,TB
2020,39,Kyle Rudolph,31.0,10.0,12,28,334,11.9,1,5.6,67.4,MIN
2020,40,Jack Doyle,30.0,8.0,14,23,251,10.9,3,4.7,66.1,IND
2020,41,Harrison Bryant,22.0,1.0,15,24,238,9.9,3,4.4,65.8,CLE
2020,42,Cole Kmet,21.0,1.0,16,28,243,8.7,2,4.0,64.0,CHI
2020,43,Jacob Hollister,27.0,4.0,16,25,209,8.4,3,4.0,63.9,SEA
2020,44,Will Dissly,24.0,3.0,16,24,251,10.5,2,3.8,61.1,SEA
2020,45,Durham Smythe,25.0,3.0,15,26,208,8.0,2,3.9,58.8,MIA
2020,46,James O'Shaughnessy,28.0,6.0,15,28,262,9.4,0,3.6,54.2,JAX
2020,47,Greg Olsen,35.0,14.0,11,24,239,10.0,1,4.9,53.9,SEA
2020,48,David Njoku,24.0,4.0,13,19,213,11.2,2,4.0,52.3,CLE
2020,49,Ross Dwelley,25.0,3.0,16,19,245,12.9,1,3.1,49.5,SF
2020,50,Adam Shaheen,26.0,4.0,16,12,150,12.5,3,2.8,45.0,MIA
2020,51,Tyler Conklin,25.0,3.0,16,19,194,10.2,1,2.8,44.4,MIN
2020,52,Donald Parham Jr,23.0,2.0,13,10,159,15.9,3,3.4,43.9,LAC
2020,53,Pharaoh Brown,26.0,4.0,13,14,163,11.6,2,3.3,42.3,HOU
2020,54,Tyler Kroft,28.0,6.0,10,12,119,9.9,3,4.2,41.9,BUF
2020,55,Ian Thomas,24.0,3.0,16,20,145,7.3,1,2.5,40.5,CAR
2020,56,Jesse James,26.0,6.0,16,14,129,9.2,2,2.4,38.9,DET
2020,57,Marcedes Lewis,36.0,15.0,15,10,107,10.7,3,2.6,38.7,GB
2020,58,Adam Trautman,23.0,1.0,15,15,171,11.4,1,2.5,38.1,NO
2020,59,O.J. Howard,26.0,4.0,4,11,146,13.3,2,9.4,37.6,TB
2020,60,Nick Boyle,27.0,6.0,9,14,113,8.1,2,4.1,37.3,BAL
2020,61,Foster Moreau,23.0,2.0,16,7,140,20.0,2,2.1,33.0,LV
2020,62,Ryan Izzo,25.0,3.0,12,13,199,15.3,0,2.7,32.9,NE
2020,63,Jason Witten,38.0,18.0,16,13,69,5.3,2,2.0,31.9,LV
2020,64,Nick Vannett,27.0,5.0,15,14,95,6.8,1,2.0,29.5,DEN
2020,65,Jace Sternberger,24.0,2.0,12,12,114,9.5,1,2.4,29.4,GB
2020,66,Kaden Smith,23.0,2.0,15,18,112,6.2,0,1.9,29.2,NYG
2020,67,Albert Okwuegbunam Jr.,22.0,1.0,4,11,121,11.0,1,7.3,29.1,DEN
2020,68,Vance McDonald,30.0,8.0,14,15,99,6.6,0,1.8,24.9,PIT
2020,69,Maxx Williams,26.0,6.0,9,8,102,12.8,1,2.7,24.2,ARI
2020,70,Geoff Swaim,27.0,6.0,10,9,83,9.2,1,2.3,23.3,TEN
2020,71,Darrell Daniels,26.0,4.0,12,8,92,11.5,1,1.9,23.2,ARI
2020,72,C.J. Uzomah,27.0,6.0,2,8,87,10.9,1,11.4,22.7,CIN
2020,73,Blake Bell,29.0,6.0,16,11,110,10.0,0,1.4,22.2,DAL
2020,74,Troy Fumagalli,25.0,3.0,8,8,80,10.0,1,2.8,22.0,DEN
2020,75,MyCole Pruitt,28.0,6.0,11,5,49,9.8,2,2.0,21.9,TEN
2020,76,Lee Smith,33.0,10.0,10,4,35,8.8,2,2.0,19.5,BUF
2020,77,Stephen Anderson,27.0,5.0,15,8,106,13.3,0,1.2,18.6,LAC
2020,78,Josh Hill,30.0,9.0,14,8,46,5.8,1,1.3,18.6,NO
2020,79,Ryan Griffin,30.0,8.0,15,9,86,9.6,0,1.2,17.6,NYJ
2020,80,Virgil Green,32.0,10.0,6,3,50,16.7,1,2.3,14.0,LAC
2020,81,Luke Stocker,32.0,10.0,16,7,63,9.0,0,0.8,13.3,ATL
2020,82,Nick Keizer,25.0,2.0,16,6,63,10.5,0,0.8,12.3,KC
2020,83,Devin Asiasi,23.0,1.0,9,2,39,19.5,1,1.3,11.9,NE
2020,84,Demetrius Harris,29.0,8.0,15,7,45,6.4,0,0.8,11.5,CHI
2020,85,Chris Manhertz,28.0,7.0,16,6,52,8.7,0,0.7,11.2,CAR
2020,86,Deon Yelder,25.0,3.0,14,7,36,5.1,0,0.8,10.6,KC
2020,87,Cethan Carter,25.0,4.0,15,5,53,10.6,0,0.7,10.3,CIN
2020,88,Levine Toilolo,29.0,8.0,16,5,46,9.2,0,0.6,9.6,NYG
2020,89,Johnny Mundt,26.0,4.0,12,4,52,13.0,0,0.8,9.2,LAR
2020,90,Juwan Johnson,24.0,1.0,7,4,39,9.8,0,1.1,7.9,NO
2020,91,Colin Thompson,27.0,4.0,15,1,7,7.0,1,0.5,7.7,CAR
2020,92,Jason Croom,26.0,4.0,4,1,3,3.0,1,1.8,7.3,PHI
2020,93,Jordan Thomas,24.0,3.0,5,1,3,3.0,1,1.5,7.3,
2020,94,Tanner Hudson,26.0,3.0,10,3,41,13.7,0,0.7,7.1,TB
2020,95,Charlie Woerner,23.0,1.0,14,3,36,12.0,0,0.5,6.6,SF
2020,96,Kahale Warring,23.0,2.0,6,3,35,11.7,0,1.1,6.5,HOU
2020,97,Lawrence Cager,23.0,1.0,2,2,35,17.5,0,2.8,5.5,NYJ
2020,98,Jaeden Graham,25.0,3.0,16,3,25,8.3,0,0.3,5.5,ATL
2020,99,Hunter Bryant,22.0,1.0,5,1,44,44.0,0,1.1,5.4,DET
2020,100,Daniel Brown,28.0,6.0,6,2,31,15.5,0,0.8,5.1,NYJ
2020,101,Dalton Keene,21.0,1.0,6,3,16,5.3,0,0.8,4.6,NE
2020,102,Eric Saubert,26.0,4.0,8,3,16,5.3,0,0.6,4.6,JAX
2020,103,Colby Parkinson,21.0,1.0,6,2,16,8.0,0,0.6,3.6,SEA
2020,104,Antonio Gandy-Golden,22.0,1.0,6,1,3,3.0,0,0.6,3.5,WAS
2020,105,Jake Butt,25.0,4.0,5,2,5,2.5,0,0.5,2.5,DEN
2020,106,Derek Carrier,30.0,9.0,6,1,14,14.0,0,0.4,2.4,LV
2020,107,Tommy Stevens,24.0,1.0,1,0,0,,0,2.4,2.4,CAR
2020,108,Josiah Deguara,23.0,1.0,2,1,12,12.0,0,1.1,2.2,GB
2020,109,Blake Jarwin,26.0,4.0,1,1,12,12.0,0,2.2,2.2,DAL
2020,110,Luke Willson,30.0,8.0,7,1,12,12.0,0,0.3,2.2,
2020,111,Stephen Carlson,24.0,2.0,11,1,11,11.0,0,0.2,2.1,CLE
2020,112,Ben Ellefson,24.0,1.0,7,1,10,10.0,0,0.3,2.0,JAX
2020,113,Temarrick Hemingway,27.0,5.0,8,1,10,10.0,0,0.2,2.0,WAS
2020,114,Brandon Dillon,23.0,2.0,3,1,6,6.0,0,0.5,1.6,MIN
2020,115,Jeremy Sprinkle,26.0,4.0,16,1,6,6.0,0,0.1,1.6,WAS
2020,116,Trevon Wesco,25.0,2.0,12,1,5,5.0,0,0.1,1.5,NYJ
2020,117,Isaac Nauta,23.0,2.0,7,1,3,3.0,0,0.2,1.3,DET
2020,118,Marcus Baugh,26.0,3.0,8,1,2,2.0,0,0.2,1.2,WAS
2020,119,Antony Auclair,27.0,4.0,7,0,0,,0,0.0,0.0,TB
2020,120,Evan Baylis,27.0,4.0,5,0,0,,0,0.0,0.0,ARI
2020,121,Andrew Beck,24.0,2.0,10,0,0,,0,0.0,0.0,DEN
2020,122,Beau Brinkley,30.0,9.0,2,0,0,,0,0.0,0.0,TEN
2020,123,Sean Culkin,27.0,4.0,1,0,0,,0,0.0,0.0,BAL
2020,124,Tyler Davis,23.0,1.0,4,0,0,,0,0.0,0.0,JAX
2020,125,Seth DeValve,27.0,5.0,3,0,0,,0,0.0,0.0,ARI
2020,126,Zach Gentry,24.0,2.0,2,0,0,,0,0.0,0.0,PIT
2020,127,Garrett Griffin,26.0,5.0,4,0,0,,0,0.0,0.0,NO
2020,128,Daniel Helm,25.0,2.0,3,0,0,,0,0.0,0.0,SF
2020,129,J.P. Holtz,27.0,5.0,16,0,0,,0,0.0,0.0,CHI
2020,130,Brycen Hopkins,23.0,1.0,1,0,0,,0,0.0,0.0,LAR
2020,131,Jordan Matthews,28.0,7.0,1,0,0,,0,0.0,0.0,SF
2020,132,Sean McKeon,23.0,1.0,13,0,0,,0,0.0,0.0,DAL
2020,133,Chris Myarick,25.0,2.0,2,0,0,,0,0.0,0.0,MIA
2020,134,Kevin Rader,25.0,3.0,1,0,0,,0,0.0,0.0,PIT
2020,135,Mason Schreck,27.0,4.0,11,0,0,,0,0.0,0.0,CIN
2020,136,Ricky Seals-Jones,25.0,4.0,2,0,0,,0,0.0,0.0,KC
2020,137,Matt Sokol,25.0,2.0,1,0,0,,0,0.0,0.0,LAC
2020,138,Noah Togiai,23.0,1.0,4,0,0,,0,0.0,0.0,IND
2020,139,Eric Tomlinson,28.0,6.0,7,0,0,,0,0.0,0.0,
2020,140,Ross Travis,27.0,6.0,1,0,0,,0,0.0,0.0,NYJ
2020,141,Caleb Wilson,24.0,2.0,3,0,0,,0,0.0,0.0,PHI
2021,1,Mark Andrews,26.0,4.0,16,99,1276,12.9,9,17.5,280.6,BAL
2021,2,Travis Kelce,32.0,9.0,15,88,1091,12.4,8,16.8,251.4,KC
2021,3,George Kittle,28.0,5.0,13,66,900,13.6,6,14.9,194.0,SF
2021,4,Dalton Schultz,25.0,4.0,16,75,787,10.5,6,11.9,189.7,DAL
2021,5,Kyle Pitts,21.0,1.0,16,66,1018,15.4,1,10.9,173.8,ATL
2021,6,Zach Ertz,31.0,9.0,16,67,679,10.1,5,10.3,165.3,
2021,7,Dallas Goedert,26.0,4.0,15,56,830,14.8,4,10.9,163.0,PHI
2021,8,Mike Gesicki,26.0,4.0,16,71,758,10.7,2,9.9,158.8,MIA
2021,9,Noah Fant,24.0,3.0,15,67,654,9.8,4,10.4,156.4,DEN
2021,10,Dawson Knox,25.0,3.0,14,46,538,11.7,9,11.0,153.8,BUF
2021,11,Hunter Henry,27.0,6.0,16,45,517,11.5,9,9.4,150.7,NE
2021,12,Rob Gronkowski,32.0,12.0,11,48,665,13.9,6,13.7,150.5,TB
2021,13,T.J. Hockenson,24.0,3.0,12,61,583,9.6,4,11.9,143.3,DET
2021,14,Pat Freiermuth,23.0,1.0,15,54,444,8.2,7,9.4,140.4,PIT
2021,15,Tyler Conklin,26.0,4.0,16,59,587,9.9,3,8.5,135.7,MIN
2021,16,Darren Waller,29.0,7.0,10,53,643,12.1,2,12.9,129.3,LV
2021,17,C.J. Uzomah,28.0,7.0,16,49,493,10.1,5,8.0,128.3,CIN
2021,18,Tyler Higbee,28.0,6.0,14,55,505,9.2,3,8.8,123.5,LAR
2021,19,Gerald Everett,27.0,5.0,14,47,458,9.7,4,8.5,118.8,SEA
2021,20,Jared Cook,34.0,13.0,15,44,484,11.0,4,7.8,116.4,LAC
2021,21,Cole Kmet,22.0,2.0,16,56,564,10.1,0,7.0,112.4,CHI
2021,22,Taysom Hill,31.0,5.0,11,4,52,13.0,0,10.1,111.6,NO
2021,23,David Njoku,25.0,5.0,15,34,464,13.6,4,7.0,104.5,CLE
2021,24,Evan Engram,27.0,5.0,14,45,404,9.0,3,7.4,103.1,NYG
2021,25,Austin Hooper,27.0,6.0,15,38,345,9.1,3,6.0,90.5,CLE
2021,26,Foster Moreau,24.0,3.0,16,28,323,11.5,3,4.9,78.3,LV
2021,27,Albert Okwuegbunam Jr.,23.0,2.0,13,33,330,10.0,2,6.0,78.0,DEN
2021,28,Dan Arnold,26.0,5.0,11,35,408,11.7,0,6.9,75.8,
2021,29,Cameron Brate,30.0,8.0,16,28,233,8.3,4,4.7,75.3,TB
2021,30,Jack Doyle,31.0,9.0,16,28,291,10.4,3,4.7,75.1,IND
2021,31,Mo Alie-Cox,28.0,5.0,16,22,289,13.1,4,4.7,74.9,IND
2021,32,Ricky Seals-Jones,26.0,5.0,13,30,271,9.0,2,5.3,69.1,WAS
2021,33,Geoff Swaim,28.0,7.0,15,30,208,6.9,3,4.6,68.8,TEN
2021,34,Jonnu Smith,26.0,5.0,15,28,294,10.5,1,4.5,66.9,NE
2021,35,Anthony Firkser,26.0,5.0,14,30,235,7.8,1,4.7,65.5,TEN
2021,36,Ryan Griffin,31.0,9.0,14,27,261,9.7,2,4.6,65.1,NYJ
2021,37,Durham Smythe,26.0,4.0,16,32,325,10.2,0,4.0,64.8,MIA
2021,38,Hayden Hurst,28.0,4.0,12,25,188,7.5,3,5.1,61.8,ATL
2021,39,Harrison Bryant,23.0,2.0,15,20,224,11.2,3,4.0,60.4,CLE
2021,40,Donald Parham Jr,24.0,3.0,14,20,190,9.5,3,4.1,57.0,LAC
2021,41,Adam Trautman,24.0,2.0,12,26,245,9.4,1,4.7,56.5,NO
2021,42,Brevin Jordan,21.0,1.0,8,20,178,8.9,3,7.0,55.8,HOU
2021,43,Logan Thomas,30.0,8.0,6,18,196,10.9,3,9.3,55.6,WAS
2021,44,Kyle Rudolph,32.0,11.0,15,22,240,10.9,1,3.5,52.0,NYG
2021,45,Robert Tonyan Jr,27.0,5.0,8,18,204,11.3,2,6.3,50.4,GB
2021,46,Will Dissly,25.0,4.0,15,21,231,11.0,1,3.3,50.1,SEA
2021,47,John Bates,24.0,1.0,16,19,244,12.8,1,3.1,49.4,WAS
2021,48,James O'Shaughnessy,29.0,7.0,7,24,244,10.2,0,6.9,48.4,JAX
2021,49,Tommy Tremble,21.0,1.0,15,18,173,9.6,1,3.2,48.0,CAR
2021,50,MyCole Pruitt,29.0,7.0,16,14,145,10.4,3,2.9,46.5,TEN
2021,51,Josiah Deguara,24.0,2.0,15,22,179,8.1,1,3.1,45.9,GB
2021,52,Jordan Akins,29.0,4.0,13,24,214,8.9,0,3.5,45.7,HOU
2021,53,Juwan Johnson,25.0,2.0,13,12,154,12.8,3,3.5,45.4,NO
2021,54,Jimmy Graham,35.0,12.0,14,12,151,12.6,3,3.2,45.1,CHI
2021,55,Marcedes Lewis,37.0,16.0,16,23,214,9.3,0,2.8,44.4,GB
2021,56,Maxx Williams,27.0,7.0,5,16,193,12.1,1,8.3,41.3,ARI
2021,57,Pharaoh Brown,27.0,5.0,14,23,171,7.4,0,2.9,40.1,HOU
2021,58,Stephen Anderson,28.0,6.0,16,16,165,10.3,1,2.4,38.5,LAC
2021,59,Tyler Kroft,29.0,7.0,8,15,168,11.2,1,4.7,37.8,NYJ
2021,60,Ian Thomas,25.0,4.0,16,18,188,10.4,0,2.3,36.8,CAR
2021,61,O.J. Howard,27.0,5.0,16,14,135,9.6,1,2.1,33.5,TB
2021,62,Eric Ebron,28.0,8.0,8,12,84,7.0,1,4.1,32.5,PIT
2021,63,Blake Jarwin,27.0,5.0,7,10,90,9.0,2,4.4,31.0,DAL
2021,64,Zach Gentry,25.0,3.0,16,15,128,8.5,0,1.7,27.8,PIT
2021,65,Nick Vannett,28.0,6.0,6,8,123,15.4,1,4.4,26.3,NO
2021,66,Adam Shaheen,27.0,5.0,11,12,110,9.2,0,2.1,23.0,MIA
2021,67,Brock Wright,23.0,1.0,9,10,66,6.6,1,2.5,22.6,DET
2021,68,Jody Fortson,26.0,3.0,6,5,47,9.4,2,3.6,21.7,KC
2021,69,Kylen Granson,23.0,1.0,16,11,106,9.6,0,1.4,21.6,IND
2021,70,Lee Smith,34.0,11.0,15,9,65,7.2,1,1.4,21.5,ATL
2021,71,Tommy Sweeney,26.0,3.0,13,9,44,4.9,1,1.5,19.4,BUF
2021,72,Jesse James,27.0,7.0,13,7,62,8.9,1,1.5,19.2,CHI
2021,73,Chris Manhertz,29.0,8.0,16,6,71,11.8,1,1.2,19.1,JAX
2021,74,Blake Bell,30.0,7.0,15,9,87,9.7,0,1.2,18.7,KC
2021,75,Eric Saubert,27.0,5.0,16,8,47,5.9,1,1.2,18.7,DEN
2021,76,Drew Sample,25.0,3.0,16,10,73,7.3,0,1.1,17.3,CIN
2021,77,Noah Gray,22.0,1.0,14,7,36,5.1,1,1.2,16.6,KC
2021,78,Jacob Hollister,28.0,5.0,6,6,41,6.8,1,2.7,16.1,JAX
2021,79,Jesper Horsted,24.0,3.0,4,2,21,10.5,2,4.0,16.1,CHI
2021,80,Ross Dwelley,26.0,4.0,16,4,51,12.8,1,0.9,15.1,SF
2021,81,Josh Oliver,24.0,3.0,12,8,65,8.1,0,1.2,14.5,BAL
2021,82,Antony Auclair,28.0,5.0,15,4,40,10.0,1,0.9,14.0,HOU
2021,83,Chris Herndon,25.0,4.0,16,4,40,10.0,1,0.9,14.0,MIN
2021,84,Sean McKeon,24.0,2.0,8,4,27,6.8,1,1.6,12.7,DAL
2021,85,Luke Farrell,24.0,1.0,14,7,56,8.0,0,0.9,12.6,JAX
2021,86,Chris Myarick,26.0,3.0,8,3,17,5.7,1,1.3,10.7,NYG
2021,87,Tre' McKitty,22.0,1.0,10,6,45,7.5,0,1.0,10.5,LAC
2021,88,Charlie Woerner,24.0,2.0,16,5,52,10.4,0,0.6,10.2,SF
2021,89,Parker Hesse,26.0,2.0,7,5,43,8.6,0,1.3,9.3,ATL
2021,90,Darren Fells,35.0,9.0,8,4,43,10.8,0,1.0,8.3,
2021,91,Garrett Griffin,27.0,6.0,13,4,39,9.8,0,0.6,7.9,NO
2021,92,Kendall Blanton,26.0,3.0,7,4,37,9.3,0,1.1,7.7,LAR
2021,93,Tyler Davis,24.0,2.0,10,4,35,8.8,0,0.8,7.5,GB
2021,94,Trevon Wesco,26.0,3.0,12,3,35,11.7,0,0.5,6.5,NYJ
2021,95,Shane Zylstra,25.0,1.0,3,3,34,11.3,0,2.1,6.4,DET
2021,96,Kaden Smith,24.0,3.0,9,3,33,11.0,0,0.7,6.3,NYG
2021,97,Jack Stoll,23.0,1.0,16,4,22,5.5,0,0.4,6.2,PHI
2021,98,Tommy Hudson,24.0,2.0,4,3,31,10.3,0,1.5,6.1,TEN
2021,99,Kenny Yeboah,23.0,1.0,2,2,36,18.0,0,2.8,5.6,NYJ
2021,100,Daniel Brown,29.0,7.0,10,2,29,14.5,0,0.5,4.9,NYJ
2021,101,Colby Parkinson,22.0,2.0,11,3,19,6.3,0,0.4,4.9,SEA
2021,102,Jeremy Sprinkle,27.0,5.0,15,2,21,10.5,0,0.3,4.1,DAL
2021,103,Demetrius Harris,30.0,9.0,14,3,10,3.3,0,0.3,4.0,ARI
2021,104,Cethan Carter,26.0,5.0,9,2,16,8.0,0,0.4,3.6,MIA
2021,105,Derek Carrier,31.0,10.0,4,2,13,6.5,0,0.8,3.3,LV
2021,106,Luke Stocker,33.0,11.0,11,2,12,6.0,0,0.3,3.2,MIN
2021,107,Kevin Rader,26.0,4.0,5,2,8,4.0,0,0.6,2.8,PIT
2021,108,Ethan Wolf,26.0,4.0,1,2,8,4.0,0,2.8,2.8,NO
