Year,Rank,Name,Age,Exp,G,Rsh,RshYd,RshTD,Rec,RecYd,Y/Rec,RecTD,FP/G,FantPt,Team
2013,154,Eric Page,22.0,2.0,5,2,14,0,4,68,17.0,0,2.4,12.2,TB
2013,155,Dane Sanzenbacher,25.0,3.0,6,0,0,0,6,61,10.2,0,2.0,12.1,CIN
2013,156,Brittan Golden,25.0,1.0,4,0,0,0,3,83,27.7,0,2.8,11.3,ARI
2013,157,Nick Toon,25.0,2.0,5,0,0,0,4,68,17.0,0,2.2,10.8,NO
2013,158,Josh Cribbs,30.0,9.0,4,13,55,0,2,6,3.0,0,2.4,9.6,NYJ
2013,159,Patrick Edwards,25.0,2.0,3,0,0,0,5,46,9.2,0,3.2,9.6,DET
2013,160,Quinton Patton,23.0,1.0,3,1,26,0,3,34,11.3,0,3.0,9.0,SF
2013,161,Lestar Jean,25.0,3.0,6,0,0,0,4,35,8.8,0,1.2,7.5,HOU
2013,162,Juron Criner,24.0,2.0,1,0,0,0,3,32,10.7,0,6.2,6.2,OAK
2013,163,Jon Baldwin,24.0,3.0,4,0,0,0,3,28,9.3,0,1.4,5.8,SF
2013,164,Brad Smith,30.0,8.0,5,2,2,0,2,27,13.5,0,1.0,4.9,PHI
2013,165,Skye Dawson,23.0,2.0,6,2,15,0,2,12,6.0,0,0.8,4.7,TB
2013,166,Chad Hall,27.0,4.0,4,0,0,0,2,20,10.0,0,1.0,4.0,KC
2013,167,Damaris Johnson,24.0,2.0,3,0,0,0,2,14,7.0,0,1.1,3.4,PHI
2013,168,Marcus Easley,26.0,4.0,4,0,0,0,2,13,6.5,0,0.8,3.3,BUF
2013,169,Jeremy Ebert,24.0,2.0,3,0,0,0,2,13,6.5,0,1.1,3.3,JAX
2013,170,Marquess Wilson,21.0,1.0,3,0,0,0,2,13,6.5,0,1.1,3.3,CHI
2013,171,Percy Harvin,25.0,5.0,1,0,0,0,1,17,17.0,0,2.7,2.7,SEA
2013,172,Kassim Osgood,33.0,11.0,1,0,0,0,1,17,17.0,0,2.7,2.7,SF
2013,173,Tori Gurley,26.0,3.0,2,0,0,0,1,15,15.0,0,1.2,2.5,CLE
2013,174,Kevin Cone,25.0,3.0,1,0,0,0,1,12,12.0,0,2.2,2.2,ATL
2013,175,Armanti Edwards,25.0,4.0,4,1,0,0,1,10,10.0,0,0.5,2.0,
2013,176,Ben Obomanu,30.0,8.0,1,0,0,0,1,8,8.0,0,1.8,1.8,NYJ
2013,177,Eric Weems,28.0,6.0,1,0,0,0,1,8,8.0,0,1.8,1.8,CHI
2013,178,Brandon Tate,26.0,5.0,2,0,0,0,1,6,6.0,0,0.8,1.6,CIN
2013,179,David Reed,26.0,4.0,2,0,0,0,1,2,2.0,0,0.6,1.2,IND
2013,180,Trindon Holliday,27.0,4.0,1,1,7,0,0,0,,0,0.7,0.7,DEN
2013,181,Joe Anderson,25.0,2.0,1,0,0,0,0,0,,0,0.0,0.0,CHI
2013,182,Marvin McNutt,24.0,2.0,1,0,0,0,0,0,,0,0.0,0.0,CAR
2013,183,Brian Robiskie,26.0,5.0,1,0,0,0,0,0,,0,0.0,0.0,ATL
2013,184,Stephen Williams,27.0,4.0,3,0,0,0,0,0,,0,0.0,0.0,
2014,1,Antonio Brown,26.0,5.0,16,4,13,0,129,1698,13.2,13,23.9,382.9,PIT
2014,2,Demaryius Thomas,27.0,5.0,16,0,0,0,111,1619,14.6,11,21.2,338.9,DEN
2014,3,Jordy Nelson,29.0,7.0,16,0,0,0,98,1519,15.5,13,20.5,327.9,GB
2014,4,Dez Bryant,26.0,5.0,16,0,0,0,88,1320,15.0,16,19.8,316.0,DAL
2014,5,Emmanuel Sanders,27.0,5.0,16,8,44,0,101,1404,13.9,9,18.7,299.8,DEN
2014,6,Julio Jones,25.0,4.0,15,1,1,0,104,1593,15.3,6,20.0,299.4,ATL
2014,7,Odell Beckham Jr,22.0,1.0,12,7,35,0,91,1305,14.3,12,24.8,297.0,NYG
2014,8,Randall Cobb,24.0,4.0,16,12,37,0,91,1287,14.1,12,18.5,295.4,GB
2014,9,Jeremy Maclin,26.0,6.0,16,0,0,0,86,1329,15.5,10,17.4,278.9,PHI
2014,10,Alshon Jeffery,24.0,3.0,16,6,33,0,85,1133,13.3,10,16.4,261.6,CHI
2014,11,T.Y. Hilton,25.0,3.0,15,2,20,0,82,1345,16.4,7,17.4,260.5,IND
2014,12,Golden Tate,26.0,5.0,16,5,30,0,99,1331,13.4,4,16.2,259.1,DET
2014,13,Mike Evans,21.0,1.0,15,0,0,0,68,1051,15.5,12,16.3,245.1,TB
2014,14,DeAndre Hopkins,22.0,2.0,16,0,0,0,76,1210,15.9,6,14.6,233.0,HOU
2014,15,Calvin Johnson,29.0,8.0,13,0,0,0,71,1077,15.2,8,17.4,226.7,DET
2014,16,Julian Edelman,28.0,6.0,14,10,94,0,92,972,10.6,4,15.9,222.6,NE
2014,17,Steve Smith,35.0,14.0,16,0,0,0,79,1065,13.5,6,13.8,221.5,BAL
2014,18,Anquan Boldin,34.0,12.0,16,1,4,0,83,1062,12.8,5,13.7,219.6,SF
2014,19,Mike Wallace,28.0,6.0,16,4,16,0,67,862,12.9,10,13.4,214.8,MIA
2014,20,Roddy White,33.0,10.0,14,0,0,0,80,921,11.5,7,15.3,214.1,ATL
2014,21,Brandon LaFell,28.0,5.0,15,2,13,0,74,953,12.9,7,14.2,212.6,NE
2014,22,DeSean Jackson,28.0,7.0,15,4,7,0,56,1169,20.9,6,14.0,209.6,WAS
2014,23,A.J. Green,26.0,4.0,12,2,2,0,69,1041,15.1,6,17.4,209.3,CIN
2014,24,Eric Decker,27.0,5.0,15,0,0,0,74,962,13.0,5,13.3,200.2,NYJ
2014,25,Sammy Watkins,21.0,1.0,16,2,8,0,65,982,15.1,6,12.5,200.0,BUF
2014,26,Andre Johnson,33.0,12.0,15,0,0,0,85,936,11.0,3,13.1,196.6,HOU
2014,27,Torrey Smith,25.0,4.0,15,0,0,0,49,767,15.7,11,12.8,191.7,BAL
2014,28,Jarvis Landry,22.0,1.0,16,2,-4,0,84,758,9.0,5,11.8,189.4,MIA
2014,29,Eddie Royal,28.0,7.0,16,3,14,0,62,778,12.5,7,11.4,183.2,SD
2014,30,Rueben Randle,23.0,3.0,16,0,0,0,71,938,13.2,3,11.4,182.8,NYG
2014,31,Vincent Jackson,31.0,10.0,16,0,0,0,70,1002,14.3,2,11.4,182.2,TB
2014,32,Brandon Marshall,30.0,9.0,13,0,0,0,61,721,11.8,8,13.9,181.1,CHI
2014,33,Keenan Allen,22.0,2.0,14,0,0,0,77,783,10.2,4,12.8,179.3,SD
2014,34,Marques Colston,31.0,9.0,15,0,0,0,59,902,15.3,5,11.9,179.2,NO
2014,35,Mohamed Sanu,25.0,3.0,16,7,51,0,57,790,13.9,5,11.1,178.3,CIN
2014,36,James Jones,30.0,8.0,16,0,0,0,73,666,9.1,6,11.0,175.6,OAK
2014,37,Kenny Stills,22.0,2.0,15,1,-2,0,63,931,14.8,3,11.6,173.9,NO
2014,38,Malcom Floyd,33.0,11.0,16,0,0,0,52,856,16.5,6,10.8,173.6,SD
2014,39,Kendall Wright,25.0,3.0,14,4,54,0,57,715,12.5,6,12.1,169.9,TEN
2014,40,Greg Jennings,31.0,9.0,16,0,0,0,59,742,12.6,6,10.6,169.2,MIN
2014,41,Doug Baldwin,26.0,4.0,16,1,8,0,66,825,12.5,3,10.5,167.3,SEA
2014,42,Michael Floyd,25.0,3.0,16,1,2,0,47,841,17.9,6,10.5,167.3,ARI
2014,43,Robert Woods,22.0,2.0,16,0,0,0,65,699,10.8,5,10.3,164.9,BUF
2014,44,Michael Crabtree,27.0,6.0,16,1,4,0,68,698,10.3,4,10.1,162.2,SF
2014,45,Pierre Garcon,28.0,7.0,16,0,0,0,68,752,11.1,3,10.1,161.2,WAS
2014,46,Andrew Hawkins,28.0,4.0,15,3,15,0,63,825,13.1,2,10.6,159.0,CLE
2014,47,Allen Hurns,23.0,1.0,16,0,0,0,51,677,13.3,6,9.7,154.7,JAX
2014,48,Reggie Wayne,36.0,14.0,15,0,0,0,64,779,12.2,2,10.3,153.9,IND
2014,49,Larry Fitzgerald,31.0,11.0,14,0,0,0,63,784,12.4,2,11.0,153.4,ARI
2014,50,Terrance Williams,25.0,2.0,15,0,0,0,37,621,16.8,8,9.8,147.1,DAL
2014,51,John Brown,24.0,1.0,16,3,-6,0,48,696,14.5,5,9.2,147.0,ARI
2014,52,Kenny Britt,26.0,6.0,16,2,14,0,48,748,15.6,3,8.9,142.2,STL
2014,53,Andre Holmes,26.0,4.0,15,0,0,0,47,693,14.7,4,9.4,140.3,OAK
2014,54,Brandin Cooks,21.0,1.0,10,7,73,1,53,550,10.4,3,13.9,139.3,NO
2014,55,Dwayne Bowe,30.0,8.0,15,0,0,0,60,754,12.6,0,9.0,135.4,KC
2014,56,Percy Harvin,26.0,6.0,13,33,202,1,51,483,9.5,1,10.1,131.5,
2014,57,Markus Wheaton,23.0,2.0,16,4,19,0,53,644,12.2,2,8.2,131.3,PIT
2014,58,Riley Cooper,27.0,5.0,16,0,0,0,55,577,10.5,3,8.2,130.7,PHI
2014,59,Martavis Bryant,23.0,1.0,10,3,12,0,26,549,21.1,8,13.0,130.1,PIT
2014,60,Cecil Shorts,27.0,4.0,13,0,0,0,53,557,10.5,1,9.2,120.0,JAX
2014,61,Jarius Wright,25.0,3.0,15,5,71,0,42,588,14.0,2,8.0,119.9,MIN
2014,62,Harry Douglas,29.0,7.0,12,0,0,0,51,556,10.9,2,9.9,118.6,ATL
2014,63,Nate Washington,31.0,10.0,16,0,0,0,40,647,16.2,2,7.3,116.7,TEN
2014,64,Miles Austin,30.0,9.0,12,0,0,0,47,568,12.1,2,9.6,115.8,CLE
2014,65,Allen Robinson II,21.0,1.0,10,0,0,0,48,548,11.4,2,11.5,114.8,JAX
2014,66,Jerricho Cotchery,32.0,11.0,15,0,0,0,48,580,12.1,1,7.5,112.0,CAR
2014,67,Devin Hester,32.0,9.0,15,6,36,1,38,504,13.3,2,7.3,110.0,ATL
2014,68,Chris Hogan,27.0,4.0,12,0,0,0,41,426,10.4,4,9.0,107.6,BUF
2014,69,Wes Welker,33.0,11.0,14,0,0,0,49,464,9.5,2,7.7,107.4,DEN
2014,70,Taylor Gabriel,23.0,1.0,16,2,-2,0,38,633,16.7,1,6.7,107.1,CLE
2014,71,Cole Beasley,25.0,3.0,15,0,0,0,37,420,11.4,4,6.9,103.0,DAL
2014,72,Hakeem Nicks,26.0,6.0,15,0,0,0,38,405,10.7,4,6.8,102.5,IND
2014,73,Davante Adams,22.0,1.0,14,0,0,0,38,446,11.7,3,7.2,100.6,GB
2014,74,Jermaine Kearse,24.0,3.0,15,2,15,0,38,537,14.1,1,6.7,99.9,SEA
2014,75,Brian Hartline,28.0,6.0,16,0,0,0,39,474,12.2,2,6.2,98.4,MIA
2014,76,Steve Johnson,28.0,7.0,13,0,0,0,35,435,12.4,3,7.4,96.5,SF
2014,77,Donte Moncrief,21.0,1.0,14,4,17,0,32,444,13.9,3,6.9,96.1,IND
2014,78,Justin Hunter,23.0,2.0,12,0,0,0,28,498,17.8,3,8.0,95.8,TEN
2014,79,Andre Roberts,26.0,5.0,16,2,21,0,36,453,12.6,2,6.0,95.4,WAS
2014,80,Jeremy Kerley,26.0,4.0,16,4,86,0,38,409,10.8,1,5.8,93.5,NYJ
2014,81,Tavon Austin,24.0,2.0,15,36,224,2,32,239,7.5,0,6.0,90.3,STL
2014,82,Preston Parker,27.0,5.0,15,0,0,0,36,418,11.6,2,6.0,89.8,NYG
2014,83,Charles Johnson,25.0,2.0,11,1,-11,0,31,475,15.3,2,8.1,89.4,MIN
2014,84,Marqise Lee,23.0,1.0,12,3,9,0,37,422,11.4,1,7.2,86.1,JAX
2014,85,Louis Murphy,27.0,6.0,11,0,0,0,31,380,12.3,2,7.4,81.0,TB
2014,86,Stedman Bailey,24.0,2.0,12,1,13,0,30,435,14.5,1,6.7,80.8,STL
2014,87,Brian Quick,25.0,3.0,7,0,0,0,25,375,15.0,3,11.5,80.5,STL
2014,88,Jason Avant,31.0,9.0,15,1,1,0,34,353,10.4,1,5.0,75.4,
2014,89,Corey Brown,23.0,1.0,11,8,95,0,21,296,14.1,2,6.6,72.1,CAR
2014,90,Damaris Johnson,25.0,3.0,16,5,19,0,31,331,10.7,1,4.5,72.0,HOU
2014,91,Kamar Aiken,25.0,4.0,13,0,0,0,24,267,11.1,3,5.3,68.7,BAL
2014,92,Travis Benjamin,25.0,3.0,16,3,11,0,18,314,17.4,3,4.3,68.5,CLE
2014,93,Brandon Gibson,27.0,6.0,14,0,0,0,29,295,10.2,1,4.6,64.5,MIA
2014,94,Victor Cruz,28.0,5.0,6,0,0,0,23,337,14.7,1,10.5,62.7,NYG
2014,95,Paul Richardson Jr,22.0,1.0,11,0,0,0,29,271,9.3,1,5.6,62.1,SEA
2014,96,Jeremy Ross,26.0,3.0,15,2,-1,0,24,314,13.1,1,4.1,61.3,DET
2014,97,Brice Butler,24.0,2.0,14,0,0,0,21,280,13.3,2,4.4,61.0,OAK
2014,98,De'Anthony Thomas,21.0,1.0,12,14,93,0,23,176,7.7,1,4.7,55.9,KC
2014,99,Jaron Brown,24.0,2.0,11,0,0,0,21,223,10.6,2,5.0,55.3,ARI
2014,100,Josh Gordon,23.0,3.0,5,0,0,0,24,303,12.6,0,10.9,54.3,CLE
2014,101,Danny Amendola,29.0,7.0,14,0,0,0,27,200,7.4,1,3.8,53.0,NE
2014,102,Derek Hagan,30.0,9.0,10,0,0,0,19,254,13.4,1,5.0,50.4,TEN
2014,103,Marlon Brown,23.0,2.0,13,0,0,0,24,255,10.6,0,3.8,49.5,BAL
2014,104,Brandon Lloyd,33.0,12.0,12,0,0,0,14,294,21.0,1,4.1,49.4,SF
2014,105,Kenbrell Thompkins,26.0,2.0,13,2,5,0,21,262,12.5,0,3.7,47.7,
2014,106,Lance Moore,31.0,10.0,11,0,0,0,14,198,14.1,2,4.2,45.8,PIT
2014,107,Nick Toon,26.0,3.0,6,1,4,0,17,215,12.6,1,7.5,44.9,NO
2014,108,Brandon Tate,27.0,6.0,12,3,21,0,17,193,11.4,1,3.7,44.4,CIN
2014,109,Ricardo Lockette,28.0,4.0,10,1,2,0,11,195,17.7,2,4.3,42.7,SEA
2014,110,Albert Wilson,22.0,1.0,7,0,0,0,16,260,16.3,0,6.0,42.0,KC
2014,111,Corey Fuller,24.0,2.0,12,0,0,0,14,202,14.4,1,3.4,40.2,DET
2014,112,Rishard Matthews,25.0,3.0,10,1,3,0,12,135,11.3,2,3.8,37.8,MIA
2014,113,Marquess Wilson,22.0,2.0,7,0,0,0,17,140,8.2,1,5.3,37.0,CHI
2014,114,Brenton Bersin,24.0,3.0,12,0,0,0,13,151,11.6,1,2.8,34.1,CAR
2014,115,Ted Ginn Jr,29.0,8.0,12,3,6,0,14,190,13.6,0,2.8,34.0,ARI
2014,116,Chris Givens,25.0,3.0,10,1,4,0,11,159,14.5,1,3.3,33.3,STL
2014,117,Bruce Ellington,23.0,1.0,7,6,28,1,6,62,10.3,2,4.7,33.0,SF
2014,118,Greg Salas,26.0,4.0,8,1,20,1,8,167,20.9,0,4.1,32.7,NYJ
2014,119,Donnie Avery,30.0,7.0,5,0,0,0,15,176,11.7,0,6.5,32.6,KC
2014,120,Eric Weems,29.0,7.0,6,0,0,0,10,102,10.2,2,5.4,32.2,ATL
2014,121,Austin Pettis,26.0,4.0,4,0,0,0,12,118,9.8,1,7.4,29.8,STL
2014,122,Mike Williams,27.0,5.0,6,0,0,0,8,142,17.8,1,4.7,28.2,BUF
2014,123,Chris Owusu,24.0,3.0,5,1,23,1,6,78,13.0,1,5.6,28.1,
2014,124,Dontrelle Inman,25.0,4.0,2,0,0,0,12,158,13.2,0,13.9,27.8,SD
2014,125,Adam Thielen,24.0,2.0,6,0,0,0,8,137,17.1,1,4.6,27.7,MIN
2014,126,Josh Morgan,29.0,7.0,8,2,30,0,10,70,7.0,1,3.2,26.0,CHI
2014,127,Vincent Brown,25.0,4.0,6,0,0,0,12,118,9.8,0,4.0,23.8,OAK
2014,128,Jacoby Jones,30.0,8.0,11,3,16,0,9,131,14.6,0,2.2,23.7,BAL
2014,129,Denarius Moore,26.0,4.0,8,1,1,0,12,115,9.6,0,3.0,23.6,OAK
2014,130,Rod Streater,26.0,3.0,3,0,0,0,9,84,9.3,1,7.8,23.4,OAK
2014,131,Mike Campanaro,23.0,1.0,4,0,0,0,7,102,14.6,1,5.8,23.2,BAL
2014,132,Junior Hemingway,26.0,3.0,9,0,0,0,12,108,9.0,0,2.5,22.8,KC
2014,133,Santana Moss,35.0,14.0,5,0,0,0,10,116,11.6,0,4.3,21.6,WAS
2014,134,Justin Brown,23.0,2.0,6,0,0,0,12,94,7.8,0,3.6,21.4,PIT
2014,135,Joe Morgan,26.0,4.0,4,1,67,0,4,92,23.0,0,5.0,19.9,NO
2014,136,Dane Sanzenbacher,26.0,4.0,6,1,-1,0,9,105,11.7,0,3.2,19.4,CIN
2014,137,Dwayne Harris,27.0,4.0,10,4,7,0,7,116,16.6,0,1.9,19.3,DAL
2014,138,Kevin Norwood,25.0,1.0,6,0,0,0,9,102,11.3,0,3.2,19.2,SEA
2014,139,Brian Tyms,25.0,2.0,4,0,0,0,5,82,16.4,1,4.8,19.2,NE
2014,140,Josh Huff,23.0,1.0,9,1,7,0,8,98,12.3,0,2.1,18.5,PHI
2014,141,Robert Meachem,30.0,8.0,10,0,0,0,7,114,16.3,0,1.8,18.4,NO
2014,142,A.J. Jenkins,25.0,3.0,7,2,-2,0,9,93,10.3,0,2.6,18.1,KC
2014,143,Robert Herron,22.0,1.0,6,1,0,0,6,58,9.7,1,3.0,17.8,TB
2014,144,T.J. Graham,25.0,3.0,7,0,0,0,3,87,29.0,1,2.5,17.7,NYJ
2014,145,James Wright,23.0,1.0,10,3,30,0,5,91,18.2,0,1.7,17.1,CIN
2014,146,Corey Washington,23.0,1.0,2,0,0,0,5,52,10.4,1,8.1,16.2,NYG
2014,147,Mike Brown,25.0,3.0,5,0,0,0,7,88,12.6,0,3.2,15.8,JAX
2014,148,Santonio Holmes,30.0,9.0,5,0,0,0,8,67,8.4,0,2.9,14.7,CHI
2014,149,David Nelson,28.0,5.0,6,0,0,0,8,65,8.1,0,2.4,14.5,NYJ
2014,150,Ryan Grant,24.0,1.0,5,0,0,0,7,68,9.7,0,2.8,13.8,WAS
2014,151,Keshawn Martin,25.0,3.0,9,0,0,0,6,78,13.0,0,1.5,13.8,HOU
2014,152,Greg Little,25.0,4.0,4,0,0,0,6,69,11.5,0,3.2,12.9,CIN
2014,153,Ace Sanders,23.0,2.0,7,0,0,0,6,55,9.2,0,1.6,11.5,JAX
2014,154,Bryan Walters,27.0,4.0,4,1,-2,0,6,57,9.5,0,2.9,11.5,SEA
2014,155,Kris Durham,26.0,4.0,4,0,0,0,6,54,9.0,0,2.8,11.4,TEN
2014,156,Russell Shepard,24.0,2.0,4,0,0,0,4,63,15.8,0,2.6,10.3,TB
2014,157,Kevin Ogletree,27.0,6.0,4,0,0,0,5,50,10.0,0,2.5,10.0,NYG
2014,158,Jerrel Jernigan,25.0,4.0,2,1,-2,0,6,40,6.7,0,4.9,9.8,NYG
2014,159,Andre Caldwell,29.0,7.0,8,0,0,0,5,47,9.4,0,1.2,9.7,DEN
2014,160,Jeff Maehl,25.0,4.0,4,0,0,0,5,46,9.2,0,2.4,9.6,PHI
2014,161,Quinton Patton,24.0,2.0,3,1,20,0,3,44,14.7,0,3.1,9.4,SF
2014,162,Seyi Ajirotutu,27.0,4.0,7,0,0,0,4,45,11.3,0,1.2,8.5,SD
2014,163,Frankie Hammond,24.0,3.0,7,0,0,0,4,45,11.3,0,1.2,8.5,KC
2014,164,Aaron Dobson,23.0,2.0,4,0,0,0,3,38,12.7,0,1.7,6.8,NE
2014,165,Darrius Heyward-Bey,27.0,6.0,5,0,0,0,3,33,11.0,0,1.3,6.3,PIT
2014,166,Marquise Goodwin,24.0,2.0,7,3,8,0,1,42,42.0,0,0.9,6.0,BUF
2014,167,Jarrett Boykin,25.0,3.0,7,0,0,0,3,23,7.7,0,0.8,5.3,GB
2014,168,Ryan Broyles,26.0,3.0,3,0,0,0,2,25,12.5,0,1.5,4.5,DET
2014,169,Cody Latimer,22.0,1.0,3,0,0,0,2,23,11.5,0,1.4,4.3,DEN
2014,170,Griff Whalen,24.0,3.0,1,0,0,0,2,23,11.5,0,4.3,4.3,IND
2014,171,DeVier Posey,25.0,3.0,1,0,0,0,1,30,30.0,0,4.0,4.0,HOU
2014,172,Devin Street,23.0,1.0,4,0,0,0,2,18,9.0,0,1.0,3.8,DAL
2014,173,Jeff Janis,23.0,1.0,1,0,0,0,2,16,8.0,0,3.6,3.6,GB
2014,174,Tavarres King,24.0,2.0,1,0,0,0,2,13,6.5,0,3.3,3.3,TB
2014,175,Damian Williams,26.0,5.0,1,0,0,0,1,14,14.0,0,2.4,2.4,MIA
2014,176,Courtney Roby,31.0,10.0,1,0,0,0,1,11,11.0,0,2.1,2.1,ATL
2014,177,Solomon Patton,24.0,1.0,1,1,19,0,0,0,,0,1.9,1.9,TB
2014,178,Josh Cribbs,31.0,10.0,1,0,0,0,1,8,8.0,0,1.8,1.8,IND
2014,179,Micheal Spurlock,31.0,9.0,1,0,0,0,1,8,8.0,0,1.8,1.8,CHI
2014,180,Jalen Saunders,22.0,1.0,1,0,0,0,1,7,7.0,0,1.7,1.7,NO
2014,181,Aldrick Robinson,26.0,4.0,2,0,0,0,1,6,6.0,0,0.8,1.6,WAS
2014,182,Kevin Dorsey,24.0,2.0,1,0,0,0,1,4,4.0,0,1.4,1.4,GB
2014,183,Josh Bellamy,25.0,3.0,1,0,0,0,0,0,,0,0.0,0.0,CHI
2014,184,Leonard Hankerson,26.0,4.0,1,0,0,0,0,0,,0,0.0,0.0,WAS
2014,185,Kassim Osgood,34.0,12.0,1,0,0,0,0,0,,0,0.0,0.0,SF
2014,186,Brad Smith,31.0,9.0,2,0,0,0,0,0,,0,0.0,0.0,PHI
2014,187,Marcus Thigpen,28.0,6.0,1,0,0,0,0,0,,0,0.0,0.0,TB
2014,188,Chris Williams,27.0,6.0,1,1,-8,0,0,0,,0,-0.8,-0.8,CHI
2015,1,Antonio Brown,27.0,6.0,16,3,28,0,136,1834,13.5,10,23.9,382.2,PIT
2015,2,Julio Jones,26.0,5.0,16,0,0,0,136,1871,13.8,8,23.2,371.1,ATL
2015,3,Brandon Marshall,31.0,10.0,16,0,0,0,109,1502,13.8,14,21.4,343.2,NYJ
2015,4,DeAndre Hopkins,23.0,3.0,16,0,0,0,111,1521,13.7,11,20.6,329.1,HOU
2015,5,Odell Beckham Jr,23.0,2.0,15,1,3,0,96,1450,15.1,13,21.3,319.3,NYG
2015,6,Allen Robinson II,22.0,2.0,16,0,0,0,80,1400,17.5,14,19.0,304.0,JAX
2015,7,Larry Fitzgerald,32.0,12.0,16,0,0,0,109,1215,11.1,9,17.8,284.5,ARI
2015,8,A.J. Green,27.0,5.0,16,0,0,0,86,1297,15.1,10,17.2,275.7,CIN
2015,9,Demaryius Thomas,28.0,6.0,16,0,0,0,105,1304,12.4,6,17.0,271.4,DEN
2015,10,Doug Baldwin,27.0,5.0,16,0,0,0,78,1069,13.7,14,16.8,268.9,SEA
2015,11,Jarvis Landry,23.0,2.0,16,17,111,1,111,1159,10.4,4,16.8,268.4,MIA
2015,12,Calvin Johnson,30.0,9.0,16,0,0,0,88,1214,13.8,9,16.5,263.4,DET
2015,13,Eric Decker,28.0,6.0,15,0,0,0,80,1027,12.8,12,17.0,254.7,NYJ
2015,14,Brandin Cooks,22.0,2.0,16,8,18,0,84,1138,13.5,9,15.8,253.6,NO
2015,15,Jeremy Maclin,27.0,7.0,15,4,11,0,87,1088,12.5,8,16.3,244.9,KC
2015,16,Emmanuel Sanders,28.0,6.0,15,3,29,0,76,1135,14.9,6,15.2,228.4,DEN
2015,17,Allen Hurns,24.0,2.0,15,0,0,0,64,1030,16.1,10,15.1,227.0,JAX
2015,18,Sammy Watkins,22.0,2.0,13,1,1,0,60,1047,17.5,9,16.8,218.8,BUF
2015,19,Michael Crabtree,28.0,7.0,15,0,0,0,79,883,11.2,8,14.4,215.3,OAK
2015,20,Mike Evans,22.0,2.0,15,0,0,0,74,1208,16.3,3,14.2,212.8,TB
2015,21,Amari Cooper,21.0,1.0,15,3,-3,0,70,1060,15.1,6,14.1,211.7,OAK
2015,22,T.Y. Hilton,26.0,4.0,16,0,0,0,69,1124,16.3,5,13.2,211.4,IND
2015,23,Golden Tate,27.0,6.0,16,6,41,0,90,813,9.0,6,13.2,211.4,DET
2015,24,Randall Cobb,25.0,5.0,16,13,50,0,79,829,10.5,6,12.7,202.9,GB
2015,25,Kamar Aiken,26.0,5.0,16,0,0,0,75,944,12.6,5,12.5,199.4,BAL
2015,26,Tavon Austin,25.0,3.0,16,52,434,4,52,473,9.1,5,12.3,196.7,LA
2015,27,Travis Benjamin,26.0,4.0,16,4,12,0,68,966,14.2,5,12.2,195.8,CLE
2015,28,James Jones,31.0,9.0,16,0,0,0,50,890,17.8,8,11.7,187.0,GB
2015,29,Pierre Garcon,29.0,8.0,16,0,0,0,72,777,10.8,6,11.6,185.7,WAS
2015,30,Willie Snead IV,23.0,2.0,15,0,0,0,69,984,14.3,3,12.4,185.4,NO
2015,31,Rueben Randle,24.0,4.0,16,0,0,0,57,797,14.0,8,11.5,184.7,NYG
2015,32,John Brown,25.0,2.0,13,3,22,0,57,893,15.7,6,14.2,184.5,ARI
2015,33,Ted Ginn Jr,30.0,9.0,15,4,60,0,44,739,16.8,10,12.3,183.9,CAR
2015,34,Julian Edelman,29.0,7.0,9,3,23,0,61,692,11.3,7,19.4,174.5,NE
2015,35,Marvin Jones Jr,25.0,4.0,16,5,33,0,65,816,12.6,4,10.9,173.9,CIN
2015,36,Donte Moncrief,22.0,2.0,16,0,0,0,64,733,11.5,6,10.8,173.3,IND
2015,37,Michael Floyd,26.0,4.0,15,0,0,0,52,849,16.3,6,11.5,172.9,ARI
2015,38,Martavis Bryant,24.0,2.0,11,5,37,1,50,765,15.3,6,15.7,172.2,PIT
2015,39,Anquan Boldin,35.0,13.0,14,0,0,0,69,789,11.4,4,12.3,171.9,SF
2015,40,Keenan Allen,23.0,3.0,8,0,0,0,67,725,10.8,4,20.4,163.5,SD
2015,41,Alshon Jeffery,25.0,4.0,9,0,0,0,54,807,14.9,4,17.6,158.7,CHI
2015,42,Tyler Lockett,23.0,1.0,16,5,20,0,51,664,13.0,6,9.7,155.4,SEA
2015,43,Terrance Williams,26.0,3.0,16,0,0,0,52,840,16.2,3,9.6,154.0,DAL
2015,44,Danny Amendola,30.0,8.0,14,2,11,0,65,648,10.0,3,10.7,150.3,NE
2015,45,Stefon Diggs,22.0,1.0,13,3,13,0,52,720,13.8,4,11.5,149.3,MIN
2015,46,Markus Wheaton,24.0,3.0,16,0,0,0,44,749,17.0,5,9.3,148.9,PIT
2015,47,Jermaine Kearse,25.0,4.0,16,0,0,0,49,685,14.0,5,9.2,147.5,SEA
2015,48,Nate Washington,32.0,11.0,14,0,0,0,47,658,14.0,4,9.8,136.8,HOU
2015,49,Cole Beasley,26.0,4.0,16,0,0,0,52,536,10.3,5,8.5,135.6,DAL
2015,50,Rishard Matthews,26.0,4.0,11,1,4,0,43,662,15.4,4,12.1,133.6,MIA
2015,51,Jamison Crowder,22.0,1.0,16,2,2,0,59,604,10.2,2,8.2,131.6,WAS
2015,52,Steve Smith,36.0,15.0,7,0,0,0,46,670,14.6,3,18.7,131.0,BAL
2015,53,Torrey Smith,26.0,5.0,16,0,0,0,33,663,20.1,4,7.7,123.3,SF
