Year,Rank,Name,Age,Experience,Games_Played,Points_Per_Game,Total_Points,Team
2000,1.0,Marshall Faulk STL,27.0,7.0,14.0,32.6,455.9,STL
2000,2.0,Edgerrin James IND,22.0,2.0,16.0,25.1,401.3,IND
2000,3.0,Eddie George TEN,27.0,5.0,16.0,21.4,342.0,TEN
2000,4.0,Ahman Green GB,23.0,3.0,16.0,20.3,324.4,GB
2000,5.0,Charlie Garner SF,28.0,7.0,16.0,19.2,306.9,SF
2000,6.0,Curtis Martin NYJ,27.0,6.0,16.0,19.1,305.9,NYJ
2000,7.0,Ricky Watters SEA,31.0,9.0,16.0,18.9,302.5,SEA
2000,8.0,Tiki Barber NYG,25.0,4.0,16.0,18.5,296.5,NYG
2000,9.0,Fred Taylor JAX,24.0,3.0,13.0,21.8,283.9,JAX
2000,10.0,Robert Smith MIN,28.0,8.0,16.0,17.7,282.9,MIN
2000,11.0,Mike Anderson DEN,27.0,1.0,14.0,20.0,279.9,DEN
2000,12.0,Stephen Davis WAS,26.0,5.0,15.0,17.5,262.1,WAS
2000,13.0,Lamar Smith MIA,30.0,7.0,15.0,17.4,261.0,MIA
2000,14.0,Warrick Dunn TB,25.0,4.0,16.0,15.8,253.5,TB
2000,15.0,James Stewart DET,29.0,6.0,16.0,15.3,245.1,DET
2000,16.0,Ricky Williams NO,23.0,2.0,10.0,23.9,238.9,NO
2000,17.0,Michael Pittman ARI,25.0,3.0,16.0,14.9,238.8,ARI
2000,18.0,Jamal Lewis BAL,21.0,1.0,16.0,14.3,229.0,BAL
2000,19.0,Corey Dillon CIN,26.0,4.0,16.0,13.7,219.3,CIN
2000,20.0,Jamal Anderson ATL,28.0,7.0,16.0,13.7,218.6,ATL
2000,21.0,Tony Richardson KC,29.0,6.0,16.0,13.2,210.5,KC
2000,22.0,Jerome Bettis PIT,28.0,8.0,16.0,12.9,205.8,PIT
2000,23.0,Tyrone Wheatley OAK,28.0,6.0,14.0,14.3,200.2,OAK
2000,24.0,James Allen CHI,25.0,3.0,16.0,12.4,198.1,CHI
2000,25.0,Emmitt Smith DAL,31.0,11.0,16.0,12.1,193.2,DAL
2000,26.0,Kevin Faulk NE,24.0,2.0,15.0,12.3,184.5,NE
2000,27.0,Travis Prentice CLE,24.0,1.0,15.0,10.4,155.3,CLE
2000,28.0,Tim Biakabutuka CAR,26.0,5.0,12.0,12.9,154.8,CAR
2000,29.0,Richie Anderson NYJ,29.0,8.0,12.0,12.4,149.1,NYJ
2000,30.0,Terrell Fletcher SD,27.0,6.0,15.0,9.7,145.9,SD
2000,40.0,Mike Alstott TB,27.0,5.0,13.0,7.6,98.8,TB
2000,44.0,Duce Staley PHI,25.0,4.0,5.0,17.1,85.5,PHI
2000,56.0,Shaun Alexander SEA,23.0,1.0,13.0,4.1,52.8,SEA
2000,69.0,Jamel White CLE,23.0,1.0,9.0,4.2,37.5,CLE
2000,86.0,Stacey Mack JAX,25.0,2.0,3.0,6.8,20.5,JAX
2000,96.0,Moe Williams MIN,26.0,5.0,9.0,1.4,12.4,MIN
2000,108.0,Maurice Smith ATL,24.0,1.0,4.0,2.2,8.7,ATL
2000,124.0,Troy Hambrick DAL,24.0,1.0,1.0,2.8,2.8,DAL
2000,133.0,Amos Zereoue PIT,24.0,2.0,2.0,0.7,1.4,PIT
2001,1.0,Marshall Faulk STL,28.0,8.0,14.0,30.3,423.7,STL
2001,2.0,Priest Holmes KC,28.0,5.0,16.0,21.2,338.9,KC
2001,3.0,Ahman Green GB,24.0,4.0,16.0,20.4,326.1,GB
2001,4.0,Shaun Alexander SEA,24.0,2.0,16.0,19.1,306.1,SEA
2001,5.0,Curtis Martin NYJ,28.0,7.0,16.0,18.8,301.0,NYJ
2001,6.0,LaDainian Tomlinson SD,22.0,1.0,16.0,17.5,279.3,SD
2001,7.0,Ricky Williams NO,24.0,3.0,16.0,17.4,277.6,NO
2001,8.0,Corey Dillon CIN,27.0,5.0,16.0,16.5,264.3,CIN
2001,9.0,Tiki Barber NYG,26.0,5.0,14.0,17.2,240.2,NYG
2001,10.0,Antowain Smith NE,29.0,5.0,16.0,14.5,231.9,NE
2001,11.0,Charlie Garner OAK,29.0,8.0,16.0,14.5,231.7,OAK
2001,12.0,Garrison Hearst SF,30.0,8.0,16.0,14.1,226.3,SF
2001,13.0,Stephen Davis WAS,27.0,6.0,16.0,13.9,221.7,WAS
2001,14.0,Dominic Rhodes IND,22.0,1.0,13.0,17.0,220.8,IND
2001,15.0,Duce Staley PHI,26.0,5.0,13.0,16.2,210.0,PHI
2001,16.0,Warrick Dunn TB,26.0,5.0,13.0,15.7,204.4,TB
2001,17.0,Anthony Thomas CHI,24.0,1.0,13.0,15.3,198.3,CHI
2001,18.0,Lamar Smith MIA,31.0,8.0,16.0,12.4,198.2,MIA
2001,19.0,Mike Alstott TB,28.0,6.0,16.0,12.0,192.1,TB
2001,20.0,Eddie George TEN,28.0,6.0,16.0,11.8,188.8,TEN
2001,21.0,Stacey Mack JAX,26.0,3.0,16.0,11.7,187.2,JAX
2001,22.0,Michael Pittman ARI,26.0,4.0,15.0,12.2,183.0,ARI
2001,23.0,Jamel White CLE,24.0,2.0,15.0,10.9,164.1,CLE
2001,24.0,Larry Centers BUF,33.0,12.0,13.0,12.5,163.0,BUF
2001,25.0,Maurice Smith ATL,25.0,2.0,14.0,11.0,154.0,ATL
2001,26.0,Jerome Bettis PIT,29.0,9.0,11.0,13.6,149.3,PIT
2001,27.0,Emmitt Smith DAL,32.0,12.0,14.0,10.6,148.7,DAL
2001,28.0,Michael Bennett MIN,23.0,1.0,13.0,10.6,137.8,MIN
2001,29.0,Travis Henry BUF,23.0,1.0,13.0,10.5,136.8,BUF
2001,30.0,Kevan Barlow SF,22.0,1.0,15.0,8.5,127.9,SF
2001,31.0,James Stewart DET,30.0,7.0,11.0,11.6,127.7,DET
2001,32.0,Edgerrin James IND,23.0,3.0,6.0,21.2,127.5,IND
2001,37.0,Tony Richardson KC,30.0,7.0,13.0,8.7,113.2,KC
2001,40.0,James Allen CHI,26.0,4.0,14.0,7.6,106.2,CHI
2001,41.0,Mike Anderson DEN,28.0,2.0,16.0,6.5,104.4,DEN
2001,49.0,Richie Anderson NYJ,30.0,9.0,15.0,5.6,84.7,NYJ
2001,50.0,Kevin Faulk NE,25.0,3.0,15.0,5.6,84.7,NE
2001,51.0,Amos Zereoue PIT,25.0,3.0,13.0,6.5,84.5,PIT
2001,52.0,Tyrone Wheatley OAK,29.0,7.0,11.0,7.4,81.7,OAK
2001,53.0,Troy Hambrick DAL,25.0,2.0,16.0,5.0,80.1,DAL
2001,62.0,Ricky Watters SEA,32.0,10.0,5.0,11.9,59.5,SEA
2001,66.0,Deuce McAllister NO,23.0,1.0,10.0,5.3,53.2,NO
2001,67.0,Tim Biakabutuka CAR,27.0,6.0,5.0,10.6,53.1,CAR
2001,71.0,Terrell Fletcher SD,28.0,7.0,11.0,4.6,50.2,SD
2001,73.0,Jamal Anderson ATL,29.0,8.0,3.0,15.0,45.1,ATL
2001,78.0,Nick Goings CAR,23.0,1.0,8.0,4.0,31.6,CAR
2001,94.0,Fred Taylor JAX,25.0,4.0,2.0,7.4,14.9,JAX
2002,1.0,Priest Holmes KC,29.0,6.0,14.0,31.6,442.7,KC
2002,2.0,LaDainian Tomlinson SD,23.0,2.0,16.0,24.1,386.2,SD
2002,3.0,Ricky Williams MIA,25.0,4.0,16.0,23.2,370.6,MIA
2002,4.0,Charlie Garner OAK,30.0,9.0,16.0,21.7,347.3,OAK
2002,5.0,Tiki Barber NYG,27.0,6.0,16.0,20.8,333.3,NYG
2002,6.0,Shaun Alexander SEA,25.0,3.0,16.0,20.7,330.5,SEA
2002,7.0,Clinton Portis DEN,21.0,1.0,16.0,20.1,322.2,DEN
2002,8.0,Deuce McAllister NO,24.0,2.0,15.0,21.1,317.0,NO
2002,9.0,Travis Henry BUF,24.0,2.0,16.0,18.9,301.7,BUF
2002,10.0,Marshall Faulk STL,29.0,9.0,14.0,20.6,289.0,STL
2002,11.0,Ahman Green GB,25.0,5.0,14.0,19.6,274.3,GB
2002,12.0,Fred Taylor JAX,26.0,5.0,16.0,16.8,269.2,JAX
2002,13.0,Jamal Lewis BAL,23.0,3.0,16.0,16.6,265.9,BAL
2002,14.0,Eddie George TEN,29.0,7.0,16.0,16.4,262.0,TEN
2002,15.0,Duce Staley PHI,27.0,6.0,16.0,16.0,256.1,PHI
2002,16.0,Corey Dillon CIN,28.0,6.0,16.0,15.4,245.9,CIN
2002,17.0,Michael Bennett MIN,24.0,2.0,16.0,14.9,237.7,MIN
2002,18.0,Curtis Martin NYJ,29.0,8.0,16.0,14.8,236.6,NYJ
2002,19.0,Warrick Dunn ATL,27.0,6.0,15.0,15.6,234.4,ATL
2002,20.0,Garrison Hearst SF,31.0,9.0,16.0,14.4,230.9,SF
2002,21.0,James Stewart DET,31.0,8.0,14.0,15.5,217.4,DET
2002,22.0,Marcel Shipp ARI,24.0,1.0,14.0,15.5,216.7,ARI
2002,23.0,Edgerrin James IND,24.0,4.0,14.0,15.2,213.2,IND
2002,24.0,Antowain Smith NE,30.0,6.0,16.0,12.6,201.5,NE
2002,25.0,Michael Pittman TB,27.0,5.0,16.0,11.5,184.5,TB
2002,26.0,Amos Zereoue PIT,26.0,4.0,16.0,11.0,176.3,PIT
2002,27.0,Jamel White CLE,25.0,3.0,14.0,12.4,173.2,CLE
2002,28.0,Stephen Davis WAS,28.0,7.0,12.0,13.9,167.2,WAS
2002,29.0,Moe Williams MIN,28.0,7.0,16.0,10.0,159.5,MIN
2002,30.0,Mike Alstott TB,29.0,7.0,16.0,9.8,156.0,TB
2002,31.0,Emmitt Smith DAL,33.0,13.0,16.0,9.5,152.4,DAL
2002,34.0,Anthony Thomas CHI,25.0,2.0,12.0,12.4,148.4,CHI
2002,35.0,Jerome Bettis PIT,30.0,10.0,12.0,11.1,133.3,PIT
2002,36.0,Kevin Faulk NE,26.0,4.0,14.0,9.4,132.0,NE
2002,38.0,Kevan Barlow SF,23.0,2.0,14.0,8.9,125.1,SF
2002,40.0,Stacey Mack JAX,27.0,4.0,15.0,7.8,116.5,JAX
2002,42.0,Larry Centers BUF,34.0,13.0,15.0,6.6,99.4,BUF
2002,44.0,Mike Anderson DEN,29.0,3.0,15.0,6.5,97.3,DEN
2002,47.0,T.J. Duckett ATL,21.0,1.0,11.0,8.2,89.8,ATL
2002,52.0,Richie Anderson NYJ,31.0,10.0,16.0,5.0,79.4,NYJ
2002,55.0,Tyrone Wheatley OAK,30.0,8.0,14.0,5.2,73.0,OAK
2002,58.0,Troy Hambrick DAL,26.0,3.0,16.0,4.3,68.6,DAL
2002,61.0,Ladell Betts WAS,23.0,1.0,10.0,6.4,64.1,WAS
2002,66.0,Tony Richardson KC,31.0,8.0,13.0,4.4,56.6,KC
2002,75.0,Nick Goings CAR,24.0,2.0,13.0,3.5,45.9,CAR
2002,85.0,Brian Westbrook PHI,23.0,1.0,14.0,2.6,36.9,PHI
2002,86.0,Terrell Fletcher SD,29.0,8.0,7.0,5.0,35.0,SD
2002,97.0,Reuben Droughns DEN,24.0,2.0,5.0,4.7,23.4,DEN
2002,103.0,Adrian Peterson CHI,23.0,1.0,4.0,5.2,20.9,CHI
2002,108.0,Derrick Blaylock KC,23.0,1.0,5.0,3.4,16.9,KC
2002,109.0,Rudi Johnson CIN,23.0,1.0,4.0,4.0,16.1,CIN
2003,1.0,Priest Holmes KC,30.0,7.0,16.0,27.9,447.0,KC
2003,2.0,LaDainian Tomlinson SD,24.0,3.0,16.0,27.7,443.8,SD
2003,3.0,Ahman Green GB,26.0,6.0,16.0,24.7,395.0,GB
2003,4.0,Jamal Lewis BAL,24.0,4.0,16.0,21.1,337.1,BAL
2003,5.0,Deuce McAllister NO,25.0,3.0,16.0,20.8,332.7,NO
2003,6.0,Clinton Portis DEN,22.0,2.0,13.0,24.0,312.5,DEN
2003,7.0,Shaun Alexander SEA,26.0,4.0,16.0,19.4,311.0,SEA
2003,8.0,Fred Taylor JAX,27.0,6.0,16.0,17.8,284.2,JAX
2003,9.0,Ricky Williams MIA,26.0,5.0,16.0,17.6,282.3,MIA
2003,10.0,Edgerrin James IND,25.0,5.0,13.0,20.9,272.1,IND
2003,11.0,Tiki Barber NYG,28.0,7.0,16.0,15.9,254.7,NYG
2003,12.0,Moe Williams MIN,29.0,8.0,16.0,15.4,245.9,MIN
2003,13.0,Travis Henry BUF,25.0,3.0,15.0,16.2,243.4,BUF
2003,14.0,Domanick Williams HOU,23.0,1.0,14.0,16.7,233.2,HOU
2003,15.0,Stephen Davis CAR,29.0,8.0,14.0,15.9,222.3,CAR
2003,16.0,Marshall Faulk STL,30.0,10.0,11.0,20.2,221.8,STL
2003,17.0,Michael Pittman TB,28.0,6.0,16.0,13.9,221.8,TB
2003,18.0,Curtis Martin NYJ,30.0,9.0,16.0,13.2,211.0,NYJ
2003,19.0,Kevan Barlow SF,24.0,3.0,16.0,13.1,210.1,SF
2003,20.0,Brian Westbrook PHI,24.0,2.0,15.0,13.2,197.5,PHI
2003,21.0,Rudi Johnson CIN,24.0,2.0,13.0,14.3,185.3,CIN
2003,22.0,Richie Anderson DAL,32.0,11.0,15.0,11.9,178.9,DAL
2003,23.0,Eddie George TEN,30.0,8.0,16.0,10.7,171.4,TEN
2003,24.0,Warrick Dunn ATL,28.0,7.0,11.0,15.3,167.8,ATL
2003,25.0,Shawn Bryson DET,27.0,4.0,16.0,10.4,166.6,DET
2003,26.0,Charlie Garner OAK,31.0,10.0,14.0,11.8,165.9,OAK
2003,27.0,Duce Staley PHI,28.0,7.0,16.0,10.2,162.5,PHI
2003,28.0,T.J. Duckett ATL,22.0,2.0,16.0,9.9,158.3,ATL
2003,29.0,Kevin Faulk NE,27.0,5.0,15.0,10.4,155.8,NE
2003,30.0,Troy Hambrick DAL,27.0,4.0,16.0,9.6,154.1,DAL
2003,31.0,Anthony Thomas CHI,26.0,3.0,13.0,11.6,151.0,CHI
2003,32.0,Garrison Hearst SF,32.0,10.0,12.0,12.2,146.9,SF
2003,33.0,Jerome Bettis PIT,31.0,11.0,16.0,9.0,144.7,PIT
2003,35.0,Marcel Shipp ARI,25.0,2.0,16.0,8.2,131.4,ARI
2003,36.0,Amos Zereoue PIT,27.0,5.0,16.0,7.9,126.3,PIT
2003,38.0,Onterrio Smith MIN,23.0,1.0,10.0,11.6,115.8,MIN
2003,39.0,Tyrone Wheatley OAK,31.0,9.0,15.0,7.7,115.8,OAK
2003,40.0,Jamel White CLE,26.0,4.0,16.0,7.2,114.9,CLE
2003,41.0,Antowain Smith NE,31.0,7.0,13.0,8.1,105.4,NE
2003,42.0,DeShaun Foster CAR,23.0,2.0,14.0,7.3,101.6,CAR
2003,46.0,Corey Dillon CIN,29.0,7.0,13.0,6.5,84.2,CIN
2003,50.0,Michael Bennett MIN,25.0,3.0,8.0,9.5,75.9,MIN
2003,53.0,Mike Anderson DEN,30.0,4.0,10.0,7.3,73.0,DEN
2003,58.0,Ladell Betts WAS,24.0,2.0,9.0,7.7,69.2,WAS
2003,67.0,Derrick Blaylock KC,24.0,2.0,9.0,6.9,62.3,KC
2003,69.0,Emmitt Smith ARI,34.0,14.0,10.0,6.2,62.3,ARI
2003,83.0,Mike Alstott TB,30.0,8.0,4.0,9.5,38.0,TB
2003,88.0,Chris Brown TEN,22.0,1.0,11.0,3.3,36.2,TEN
2003,89.0,Nick Goings CAR,25.0,3.0,9.0,3.8,34.6,CAR
2003,91.0,Dominic Rhodes IND,24.0,3.0,10.0,3.4,33.9,IND
2003,95.0,Reuben Droughns DEN,25.0,3.0,7.0,4.4,31.1,DEN
2003,99.0,Tony Richardson KC,32.0,9.0,10.0,2.6,25.5,KC
2003,102.0,Justin Fargas OAK,23.0,1.0,9.0,2.5,22.5,OAK
2003,115.0,Larry Johnson KC,24.0,1.0,5.0,3.1,15.7,KC
2003,130.0,Adrian Peterson CHI,24.0,2.0,3.0,2.8,8.5,CHI
2004,1.0,Tiki Barber NYG,29.0,8.0,16.0,22.0,351.6,NYG
2004,2.0,LaDainian Tomlinson SD,25.0,4.0,15.0,22.7,340.1,SD
2004,3.0,Shaun Alexander SEA,27.0,5.0,16.0,20.6,329.6,SEA
2004,4.0,Domanick Williams HOU,24.0,2.0,15.0,22.0,329.6,HOU
2004,5.0,Curtis Martin NYJ,31.0,10.0,16.0,20.0,319.2,NYJ
2004,6.0,Edgerrin James IND,26.0,6.0,16.0,19.3,308.1,IND
2004,7.0,Brian Westbrook PHI,25.0,3.0,13.0,21.4,278.5,PHI
2004,8.0,Corey Dillon NE,30.0,8.0,15.0,17.8,266.8,NE
2004,9.0,Clinton Portis WAS,23.0,3.0,15.0,16.1,241.6,WAS
2004,10.0,Rudi Johnson CIN,25.0,3.0,16.0,15.0,240.8,CIN
2004,11.0,Ahman Green GB,27.0,7.0,15.0,15.8,236.6,GB
2004,12.0,Thomas Jones CHI,26.0,5.0,14.0,16.8,235.5,CHI
2004,13.0,Michael Pittman TB,29.0,7.0,13.0,17.9,232.7,TB
2004,14.0,Willis McGahee BUF,23.0,1.0,15.0,15.3,229.7,BUF
2004,15.0,Reuben Droughns DEN,26.0,4.0,16.0,14.3,228.1,DEN
2004,16.0,Warrick Dunn ATL,29.0,8.0,16.0,13.9,223.0,ATL
2004,17.0,Deuce McAllister NO,26.0,4.0,14.0,15.6,218.2,NO
2004,18.0,Priest Holmes KC,31.0,8.0,8.0,27.1,216.9,KC
2004,19.0,Fred Taylor JAX,28.0,7.0,14.0,15.1,210.9,JAX
2004,20.0,Nick Goings CAR,26.0,4.0,16.0,13.0,208.5,CAR
2004,21.0,Kevin Jones DET,22.0,1.0,15.0,13.0,195.3,DET
2004,22.0,Jerome Bettis PIT,32.0,12.0,14.0,13.4,187.1,PIT
2004,23.0,Marshall Faulk STL,31.0,11.0,14.0,13.0,182.4,STL
2004,24.0,Kevan Barlow SF,25.0,4.0,15.0,12.0,180.4,SF
2004,25.0,Emmitt Smith ARI,35.0,15.0,15.0,11.9,178.0,ARI
2004,26.0,Chris Brown TEN,23.0,2.0,11.0,16.1,177.4,TEN
2004,27.0,Larry Johnson KC,25.0,2.0,8.0,21.7,173.9,KC
2004,28.0,Jamal Lewis BAL,25.0,5.0,12.0,13.7,164.2,BAL
2004,29.0,Derrick Blaylock KC,25.0,3.0,12.0,13.1,157.3,KC
2004,30.0,Onterrio Smith MIN,24.0,2.0,11.0,14.0,153.8,MIN
2004,31.0,Julius Jones DAL,23.0,1.0,8.0,19.0,151.8,DAL
2004,34.0,Steven Jackson STL,21.0,1.0,14.0,9.2,129.2,STL
2004,39.0,T.J. Duckett ATL,23.0,3.0,12.0,8.6,103.4,ATL
2004,40.0,Shawn Bryson DET,28.0,5.0,16.0,6.4,102.6,DET
2004,42.0,Kevin Faulk NE,28.0,6.0,11.0,8.6,94.3,NE
2004,44.0,Mewelde Moore MIN,22.0,1.0,7.0,12.7,88.7,MIN
2004,47.0,Moe Williams MIN,30.0,9.0,13.0,6.5,84.4,MIN
2004,48.0,Mike Alstott TB,31.0,9.0,14.0,6.0,84.2,TB
2004,52.0,Anthony Thomas CHI,27.0,4.0,12.0,6.9,82.6,CHI
2004,53.0,Richie Anderson DAL,33.0,12.0,11.0,7.5,82.3,DAL
2004,54.0,Michael Bennett MIN,26.0,4.0,10.0,8.1,81.3,MIN
2004,56.0,Tyrone Wheatley OAK,32.0,10.0,8.0,9.9,79.5,OAK
2004,63.0,Tatum Bell DEN,23.0,1.0,9.0,7.8,70.6,DEN
2004,64.0,Ladell Betts WAS,25.0,3.0,13.0,5.3,68.9,WAS
2004,68.0,Kenny Watson CIN,26.0,3.0,15.0,4.3,64.2,CIN
2004,73.0,DeShaun Foster CAR,24.0,3.0,4.0,13.5,54.1,CAR
2004,77.0,Travis Henry BUF,26.0,4.0,9.0,5.2,47.1,BUF
2004,84.0,Justin Fargas OAK,24.0,2.0,10.0,3.6,36.4,OAK
2004,85.0,Tony Richardson KC,33.0,10.0,14.0,2.6,36.4,KC
2004,86.0,Dominic Rhodes IND,25.0,4.0,12.0,3.0,35.8,IND
2004,105.0,Willie Parker PIT,24.0,1.0,6.0,3.9,23.2,PIT
2004,121.0,Stephen Davis CAR,30.0,9.0,2.0,7.2,14.4,CAR
2004,139.0,Earnest Graham TB,24.0,1.0,7.0,1.0,7.3,TB
2004,140.0,Adrian Peterson CHI,25.0,3.0,2.0,3.4,6.9,CHI
2005,1.0,Shaun Alexander SEA,28.0,6.0,16.0,23.7,378.8,SEA
2005,2.0,Larry Johnson KC,26.0,3.0,16.0,23.0,368.3,KC
2005,3.0,LaDainian Tomlinson SD,26.0,5.0,16.0,23.0,368.1,SD
2005,4.0,Tiki Barber NYG,30.0,9.0,16.0,22.4,359.0,NYG
2005,5.0,Edgerrin James IND,27.0,7.0,15.0,20.8,312.3,IND
2005,6.0,LaMont Jordan OAK,27.0,5.0,14.0,21.1,294.8,OAK
2005,7.0,Clinton Portis WAS,24.0,4.0,16.0,17.1,273.9,WAS
2005,8.0,Rudi Johnson CIN,26.0,4.0,16.0,15.6,249.8,CIN
2005,9.0,Steven Jackson STL,22.0,2.0,15.0,16.0,239.6,STL
2005,10.0,Thomas Jones CHI,27.0,6.0,15.0,15.2,227.8,CHI
2005,11.0,Brian Westbrook PHI,26.0,4.0,12.0,18.9,226.3,PHI
2005,12.0,Mike Anderson DEN,32.0,6.0,15.0,14.6,218.6,DEN
2005,13.0,Warrick Dunn ATL,30.0,9.0,16.0,13.5,216.6,ATL
2005,14.0,Reuben Droughns CLE,27.0,5.0,16.0,13.2,211.1,CLE
2005,15.0,Domanick Williams HOU,25.0,3.0,11.0,18.8,206.3,HOU
2005,16.0,Willis McGahee BUF,24.0,2.0,16.0,12.5,200.5,BUF
2005,17.0,Corey Dillon NE,31.0,9.0,11.0,17.4,191.4,NE
2005,18.0,Willie Parker PIT,25.0,2.0,15.0,12.7,190.0,PIT
2005,19.0,Julius Jones DAL,24.0,2.0,13.0,14.3,186.1,DAL
2005,20.0,Chris Brown TEN,24.0,3.0,15.0,12.3,184.8,TEN
2005,21.0,Cadillac Williams TB,23.0,1.0,14.0,13.0,181.9,TB
2005,22.0,DeShaun Foster CAR,25.0,4.0,15.0,11.8,177.1,CAR
2005,23.0,Ronnie Brown MIA,24.0,1.0,15.0,11.7,175.9,MIA
2005,24.0,Tatum Bell DEN,24.0,2.0,14.0,12.0,168.5,DEN
2005,25.0,Jamal Lewis BAL,26.0,6.0,15.0,11.0,165.7,BAL
2005,26.0,Mewelde Moore MIN,23.0,2.0,14.0,11.1,155.1,MIN
2005,27.0,Curtis Martin NYJ,32.0,11.0,12.0,11.6,139.3,NYJ
2005,28.0,Ricky Williams MIA,28.0,7.0,12.0,11.4,136.6,MIA
2005,29.0,Stephen Davis CAR,31.0,10.0,13.0,10.5,136.4,CAR
2005,30.0,Kevan Barlow SF,26.0,5.0,12.0,10.9,131.2,SF
2005,31.0,Priest Holmes KC,32.0,9.0,7.0,18.3,127.8,KC
2005,32.0,Kevin Jones DET,23.0,2.0,13.0,9.8,127.3,DET
2005,35.0,Michael Pittman TB,30.0,8.0,16.0,7.6,121.6,TB
2005,36.0,Fred Taylor JAX,29.0,8.0,11.0,10.7,118.0,JAX
2005,38.0,Michael Bennett MIN,27.0,5.0,16.0,7.3,116.7,MIN
2005,39.0,Marion Barber DAL,22.0,1.0,12.0,9.4,113.3,DAL
2005,41.0,Marshall Faulk STL,32.0,12.0,16.0,6.8,108.3,STL
2005,42.0,Frank Gore SF,22.0,1.0,14.0,7.6,106.9,SF
2005,43.0,Marcel Shipp ARI,27.0,4.0,15.0,7.0,105.6,ARI
2005,44.0,Shawn Bryson DET,29.0,6.0,16.0,6.4,102.0,DET
2005,47.0,Jerome Bettis PIT,33.0,13.0,12.0,8.2,98.8,PIT
2005,48.0,T.J. Duckett ATL,24.0,4.0,14.0,7.0,98.3,ATL
2005,50.0,Mike Alstott TB,32.0,10.0,16.0,6.1,97.2,TB
2005,55.0,Deuce McAllister NO,27.0,5.0,5.0,16.0,80.2,NO
2005,58.0,Kevin Faulk NE,29.0,7.0,8.0,8.7,69.4,NE
2005,62.0,Ladell Betts WAS,26.0,4.0,12.0,5.3,63.6,WAS
2005,63.0,Adrian Peterson CHI,26.0,4.0,13.0,4.8,62.9,CHI
2005,66.0,Ahman Green GB,28.0,8.0,5.0,11.8,59.2,GB
2005,67.0,Travis Henry TEN,27.0,5.0,9.0,6.5,58.2,TEN
2005,68.0,Dominic Rhodes IND,26.0,5.0,10.0,5.8,57.6,IND
2005,73.0,Brandon Jacobs NYG,23.0,1.0,13.0,4.0,51.9,NYG
2005,84.0,Nick Goings CAR,27.0,5.0,13.0,3.3,42.4,CAR
2005,100.0,Tony Richardson KC,34.0,11.0,16.0,1.5,23.8,KC
2005,111.0,Derrick Ward NYG,25.0,2.0,11.0,1.4,15.6,NYG
2005,113.0,Moe Williams MIN,31.0,10.0,5.0,3.0,15.2,MIN
2005,127.0,Darren Sproles SD,22.0,1.0,7.0,1.3,9.0,SD
2005,129.0,Earnest Graham TB,25.0,2.0,4.0,2.1,8.3,TB
2005,142.0,Justin Fargas OAK,25.0,3.0,4.0,1.2,4.7,OAK
2006,1.0,LaDainian Tomlinson SD,27.0,6.0,16.0,30.2,483.1,SD
2006,2.0,Steven Jackson STL,23.0,3.0,16.0,26.2,419.4,STL
2006,3.0,Larry Johnson KC,27.0,4.0,16.0,23.4,374.9,KC
2006,4.0,Brian Westbrook PHI,27.0,5.0,15.0,22.3,334.6,PHI
2006,5.0,Frank Gore SF,23.0,2.0,16.0,20.8,333.0,SF
2006,6.0,Tiki Barber NYG,31.0,10.0,16.0,18.8,300.7,NYG
2006,7.0,Willie Parker PIT,26.0,3.0,16.0,18.7,298.6,PIT
2006,8.0,Maurice Jones-Drew JAX,21.0,1.0,16.0,17.1,273.7,JAX
2006,9.0,Reggie Bush NO,21.0,1.0,16.0,16.5,264.7,NO
2006,10.0,Ladell Betts WAS,27.0,5.0,16.0,15.2,242.9,WAS
2006,11.0,Rudi Johnson CIN,27.0,5.0,16.0,14.9,238.3,CIN
2006,12.0,Kevin Jones DET,24.0,3.0,12.0,19.2,229.9,DET
2006,13.0,Joseph Addai IND,23.0,1.0,16.0,14.3,228.6,IND
2006,14.0,Chester Taylor MIN,27.0,5.0,15.0,15.2,228.4,MIN
2006,15.0,Ahman Green GB,29.0,9.0,14.0,16.1,225.2,GB
2006,16.0,Deuce McAllister NO,28.0,6.0,15.0,14.4,215.5,NO
2006,17.0,Edgerrin James ARI,28.0,8.0,16.0,13.2,211.6,ARI
2006,18.0,Thomas Jones CHI,28.0,7.0,16.0,13.0,208.2,CHI
2006,19.0,Marion Barber DAL,23.0,2.0,16.0,12.8,204.0,DAL
2006,20.0,Fred Taylor JAX,30.0,9.0,15.0,13.2,197.8,JAX
2006,21.0,Jamal Lewis BAL,27.0,7.0,16.0,12.3,196.7,BAL
2006,22.0,Ronnie Brown MIA,25.0,2.0,13.0,14.7,191.4,MIA
2006,23.0,Corey Dillon NE,32.0,10.0,16.0,11.8,188.9,NE
2006,24.0,Travis Henry TEN,28.0,6.0,14.0,13.5,188.9,TEN
2006,25.0,Warrick Dunn ATL,31.0,10.0,16.0,11.4,183.0,ATL
2006,26.0,Willis McGahee BUF,25.0,3.0,14.0,12.0,168.6,BUF
2006,27.0,Laurence Maroney NE,21.0,1.0,14.0,11.3,157.9,NE
2006,28.0,DeShaun Foster CAR,26.0,5.0,14.0,11.1,155.6,CAR
2006,29.0,Julius Jones DAL,25.0,3.0,16.0,9.7,155.6,DAL
2006,30.0,Dominic Rhodes IND,27.0,6.0,16.0,9.7,155.2,IND
